id,title,actor,writer,genre,country,director,rating,score,year,release,runtime
235,Kangaroo,Colin Friels,Evan Jones,Drama,Australia,Tim Burstall,R,6.7,1986,3-13-1987,108
236,The Gospel According to Vic,Tom Conti,Charles Gormley,Comedy,UK,Charles Gormley,PG,6.1,1986,3-13-1987,92
237,Evil Dead II,Bruce Campbell,Sam Raimi,Comedy,USA,Sam Raimi,R,7.8,1987,3-13-1987,84
238,Tin Men,Richard Dreyfuss,Barry Levinson,Comedy,USA,Barry Levinson,R,6.5,1987,3-13-1987,112
239,Working Girls,Louise Smith,Lizzie Borden,Drama,USA,Lizzie Borden,UNRATED,6.5,1986,3-20-1987,93
240,The Barbarians,David Paul,Alberto Piferi,Fantasy,USA,Ruggero Deodato,R,4.9,1987,3-20-1987,87
241,Hollywood Shuffle,Robert Townsend,Robert Townsend,Comedy,USA,Robert Townsend,R,7,1987,3-20-1987,78
242,Street Smart,Christopher Reeve,David Freeman,Crime,USA,Jerry Schatzberg,R,6.4,1987,3-20-1987,97
243,Burglar,Whoopi Goldberg,Lawrence Block,Comedy,Canada,Hugh Wilson,R,5,1987,3-20-1987,103
244,The Grand Highway,Anémone,Jean-Loup Hubert,Drama,France,Jean-Loup Hubert,R,7.5,1987,3-25-1987,104
245,Blind Date,Kim Basinger,Dale Launer,Comedy,USA,Blake Edwards,PG-13,5.9,1987,3-27-1987,95
246,Police Academy 4: Citizens on Patrol,Steve Guttenberg,Neal Israel,Comedy,USA,Jim Drake,PG,4.8,1987,4-3-1987,88
247,Making Mr. Right,John Malkovich,Floyd Byars,Comedy,USA,Susan Seidelman,PG-13,5.3,1987,4-3-1987,98
248,Gothic,Gabriel Byrne,Lord Byron,Horror,UK,Ken Russell,R,5.7,1986,4-10-1987,87
249,The Secret of My Succe$s,Michael J. Fox,Jim Cash,Comedy,USA,Herbert Ross,PG-13,6.5,1987,4-10-1987,111
250,"Silent Night, Deadly Night 2",Eric Freeman,Michael Hickey,Horror,USA,Lee Harry,R,3.5,1987,4-10-1987,88
251,Raising Arizona,Nicolas Cage,Ethan Coen,Comedy,USA,Joel Coen,PG-13,7.4,1987,4-17-1987,94
252,Project X,Matthew Broderick,Lawrence Lasker,Comedy,USA,Jonathan Kaplan,PG,6.1,1987,4-17-1987,108
253,Walk Like a Man,Christopher Lloyd,Robert Klane,Comedy,USA,Melvin Frank,PG,4.6,1987,4-17-1987,86
254,Extreme Prejudice,Nick Nolte,John Milius,Action,USA,Walter Hill,R,6.6,1987,4-24-1987,96
255,My Demon Lover,Scott Valentine,Leslie Ray,Comedy,USA,Charlie Loventhal,PG-13,4.6,1987,4-24-1987,90
256,Creepshow 2,George Kennedy,Stephen King,Comedy,USA,Michael Gornick,R,6,1987,5-1-1987,92
257,American Ninja 2: The Confrontation,Michael Dudikoff,Gary Conway,Action,USA,Sam Firstenberg,R,4.8,1987,5-1-1987,90
258,Malone,Burt Reynolds,Christopher Frank,Action,USA,Harley Cokeliss,R,5.6,1987,5-1-1987,92
259,The Allnighter,Susanna Hoffs,Tamar Simon Hoffs,Comedy,USA,Tamar Simon Hoffs,PG-13,4,1987,5-1-1987,108
260,River's Edge,Crispin Glover,Neal Jimenez,Crime,USA,Tim Hunter,R,7.1,1986,5-8-1987,99
261,Prick Up Your Ears,Gary Oldman,Alan Bennett,Biography,UK,Stephen Frears,R,7.4,1987,5-8-1987,105
262,Hot Pursuit,John Cusack,Steven Lisberger,Comedy,USA,Steven Lisberger,PG-13,5.8,1987,5-8-1987,93
263,Gardens of Stone,James Caan,Nicholas Proffitt,Drama,USA,Francis Ford Coppola,R,6.4,1987,5-8-1987,111
264,Peter Kenna's The Good Wife,Rachel Ward,Peter Kenna,Drama,Australia,Ken Cameron,R,5.8,1987,5-14-1987,100
265,Túnel al infierno,Stephen Dorff,Michael Nankin,Fantasy,Canada,Tibor Takács,PG-13,6,1987,5-15-1987,85
266,Ishtar,Warren Beatty,Elaine May,Action,USA,Elaine May,PG-13,4.2,1987,5-15-1987,107
267,Personal Services,Julie Walters,David Leland,Comedy,UK,Terry Jones,R,6.4,1987,5-15-1987,105
268,Beverly Hills Cop II,Eddie Murphy,Danilo Bach,Action,USA,Tony Scott,R,6.5,1987,5-20-1987,100
269,Body Slam,Dirk Benedict,Shel Lytton,Comedy,USA,Hal Needham,PG,5.3,1986,5-21-1987,89
270,Ernest Goes to Camp,Jim Varney,John R. Cherry III,Comedy,USA,John R. Cherry III,PG,5.5,1987,5-22-1987,92
271,The Chipmunk Adventure,Ross Bagdasarian Jr.,Janice Karman,Animation,USA,Janice Karman,G,7.2,1987,5-22-1987,100
272,Enemy Territory,Gary Frank,Stuart Kaminsky,Action,USA,Peter Manoogian,R,6.5,1987,5-22-1987,89
273,The Hanoi Hilton,Michael Moriarty,Lionel Chetwynd,Drama,USA,Lionel Chetwynd,R,6,1987,5-23-1987,125
274,"Rita, Sue and Bob Too",Siobhan Finneran,Andrea Dunbar,Comedy,UK,Alan Clarke,R,6.4,1987,5-29-1987,93
275,The Kindred,Rod Steiger,Stephen Carpenter,Horror,USA,Stephen Carpenter,R,5.5,1987,5-29-1987,91
276,The Untouchables,Kevin Costner,Oscar Fraley,Crime,USA,Brian De Palma,R,7.9,1987,6-3-1987,119
277,Harry and the Hendersons,John Lithgow,William Dear,Comedy,USA,William Dear,PG,5.9,1987,6-5-1987,110
278,The Stepfather,Terry O'Quinn,Carolyn Lefcourt,Horror,UK,Joseph Ruben,R,6.8,1987,6-5-1987,89
279,Cyclone,Heather Thomas,Paul Garson,Action,USA,Fred Olen Ray,R,4.4,1987,6-5-1987,89
280,Benji the Hunted,Red Steagall,Joe Camp,Adventure,USA,Joe Camp,G,6.3,1987,6-5-1987,88
281,The Believers,Martin Sheen,Mark Frost,Crime,USA,John Schlesinger,R,6.1,1987,6-10-1987,114
282,Predator,Arnold Schwarzenegger,Jim Thomas,Action,USA,John McTiernan,R,7.8,1987,6-12-1987,107
283,The Witches of Eastwick,Jack Nicholson,John Updike,Comedy,USA,George Miller,R,6.5,1987,6-12-1987,118
284,Withnail & I,Richard E. Grant,Bruce Robinson,Comedy,UK,Bruce Robinson,R,7.8,1987,6-19-1987,107
285,Roxanne,Steve Martin,Edmond Rostand,Comedy,USA,Fred Schepisi,PG,6.6,1987,6-19-1987,107
286,Spaceballs,Mel Brooks,Mel Brooks,Adventure,USA,Mel Brooks,PG,7.1,1987,6-24-1987,96
287,Dragnet,Dan Aykroyd,Dan Aykroyd,Comedy,USA,Tom Mankiewicz,PG-13,5.9,1987,6-26-1987,106
288,Straight to Hell,Sy Richardson,Alex Cox,Action,UK,Alex Cox,R,5.8,1987,6-26-1987,100
289,Innerspace,Dennis Quaid,Chip Proser,Action,USA,Joe Dante,PG,6.8,1987,7-1-1987,120
290,Adventures in Babysitting,Elisabeth Shue,David Simkins,Action,USA,Chris Columbus,PG-13,6.9,1987,7-3-1987,102
291,Steele Justice,Sela Ward,Robert Boris,Action,USA,Robert Boris,R,4.8,1987,7-9-1987,95
292,The Whistle Blower,Michael Caine,Julian Bond,Thriller,UK,Simon Langton,PG,6.2,1986,7-10-1987,100
293,Full Metal Jacket,Matthew Modine,Gustav Hasford,Drama,UK,Stanley Kubrick,R,8.3,1987,7-10-1987,116
294,Revenge of the Nerds II: Nerds in Paradise,Robert Carradine,Tim Metcalfe,Comedy,USA,Joe Roth,PG-13,4.9,1987,7-10-1987,88
295,White Water Summer,Kevin Bacon,Manya Starr,Adventure,USA,Jeff Bleckner,PG,6.2,1987,7-10-1987,90
296,The Squeeze,Michael Keaton,Daniel Taplitz,Action,USA,Roger Young,PG-13,4.6,1987,7-10-1987,101
297,RoboCop,Peter Weller,Edward Neumeier,Action,USA,Paul Verhoeven,R,7.5,1987,7-17-1987,102
298,Jaws: The Revenge,Lorraine Gary,Peter Benchley,Adventure,USA,Joseph Sargent,PG-13,2.9,1987,7-17-1987,89
299,Summer School,Mark Harmon,Stuart Birnbaum,Comedy,USA,Carl Reiner,PG-13,6.5,1987,7-22-1987,97
300,La Bamba,Lou Diamond Phillips,Luis Valdez,Biography,USA,Luis Valdez,PG-13,6.8,1987,7-24-1987,108
301,Superman IV: The Quest for Peace,Christopher Reeve,Joe Shuster,Action,UK,Sidney J. Furie,PG,3.6,1987,7-24-1987,90
302,Wish You Were Here,Emily Lloyd,David Leland,Comedy,UK,David Leland,R,6.8,1987,7-24-1987,88
303,The Lost Boys,Jason Patric,Jan Fischer,Comedy,USA,Joel Schumacher,R,7.3,1987,7-31-1987,97
304,The Living Daylights,Timothy Dalton,Richard Maibaum,Action,UK,John Glen,PG,6.7,1987,7-31-1987,130
305,Maid to Order,Ally Sheedy,Amy Holden Jones,Fantasy,USA,Amy Holden Jones,PG,5.5,1987,7-31-1987,93
306,Stakeout,Richard Dreyfuss,Jim Kouf,Action,USA,John Badham,R,6.6,1987,8-5-1987,117
307,Masters of the Universe,Dolph Lundgren,David Odell,Action,USA,Gary Goddard,PG,5.4,1987,8-7-1987,106
308,Who's That Girl,Madonna,Andrew Smith,Comedy,USA,James Foley,PG,4.7,1987,8-7-1987,92
309,Back to the Beach,Frankie Avalon,James Komack,Comedy,USA,Lyndall Hobbs,PG,5.8,1987,8-7-1987,92
310,Nadine,Jeff Bridges,Robert Benton,Comedy,USA,Robert Benton,PG,5.5,1987,8-7-1987,83
311,The Monster Squad,Andre Gower,Shane Black,Action,USA,Fred Dekker,PG-13,7.2,1987,8-14-1987,82
312,Can't Buy Me Love,Patrick Dempsey,Michael Swerdlick,Comedy,USA,Steve Rash,PG-13,6.7,1987,8-14-1987,94
313,No Way Out,Kevin Costner,Kenneth Fearing,Action,USA,Roger Donaldson,R,7.1,1987,8-14-1987,114
314,North Shore,Matt Adler,William Phelps,Action,USA,William Phelps,PG,6.5,1987,8-14-1987,96
315,Disorderlies,Darren Robinson,Mark Feldberg,Comedy,USA,Michael Schultz,PG,4.8,1987,8-14-1987,86
316,Eat the Rich,Al Pillay,Peter Richardson,Action,UK,Peter Richardson,R,6,1987,8-17-1987,90
317,The Whales of August,Bette Davis,David Berry,Drama,USA,Lindsay Anderson,NOT RATED,7.6,1987,8-19-1987,90
318,Dirty Dancing,Patrick Swayze,Eleanor Bergstein,Drama,USA,Emile Ardolino,PG-13,6.9,1987,8-21-1987,100
319,Born in East L.A.,Cheech Marin,Cheech Marin,Comedy,USA,Cheech Marin,R,5.9,1987,8-21-1987,85
320,The Garbage Pail Kids Movie,Anthony Newley,Linda Palmer,Adventure,USA,Rod Amateau,PG,2.7,1987,8-22-1987,100
321,The Big Easy,Dennis Quaid,Daniel Petrie Jr.,Comedy,USA,Jim McBride,R,6.6,1986,8-28-1987,102
322,Jean de Florette,Yves Montand,Claude Berri,Drama,Switzerland,Claude Berri,PG,8.1,1986,8-28-1987,120
323,Hamburger Hill,Anthony Barrile,James Carabatsos,Action,USA,John Irvin,R,6.7,1987,8-28-1987,110
324,House II: The Second Story,Arye Gross,Fred Dekker,Comedy,USA,Ethan Wiley,PG-13,5.4,1987,8-28-1987,88
325,The Fourth Protocol,Michael Caine,George Axelrod,Thriller,UK,John Mackenzie,R,6.5,1987,8-28-1987,119
326,Man on Fire,Scott Glenn,A.J. Quinnell,Action,France,Élie Chouraqui,R,5.9,1987,9-4-1987,87
327,From a Whisper to a Scream,Vincent Price,C. Courtney Joyner,Action,USA,Jeff Burr,R,6,1987,9-4-1987,99
328,Penitentiary III,Leon Isaac Kennedy,Jamaa Fanaka,Comedy,USA,Jamaa Fanaka,R,3.7,1987,9-4-1987,90
329,Castaway,Oliver Reed,Lucy Irvine,Adventure,UK,Nicolas Roeg,R,6,1986,9-11-1987,117
330,The Curse,Wil Wheaton,David Chaskin,Sci-Fi,USA,David Keith,R,4.9,1987,9-11-1987,92
331,A Prayer for the Dying,Mickey Rourke,Jack Higgins,Action,UK,Mike Hodges,R,6.4,1987,9-11-1987,107
332,In the Mood,Patrick Dempsey,Robert Kosberg,Comedy,USA,Phil Alden Robinson,PG-13,6.1,1987,9-16-1987,98
333,Hellraiser,Andrew Robinson,Clive Barker,Horror,UK,Clive Barker,R,7,1987,9-18-1987,94
334,Fatal Attraction,Michael Douglas,James Dearden,Drama,USA,Adrian Lyne,R,6.9,1987,9-18-1987,119
335,Maurice,James Wilby,E.M. Forster,Drama,UK,James Ivory,R,7.7,1987,9-18-1987,140
336,Amazon Women on the Moon,Rosanna Arquette,Michael Barrie,Comedy,USA,Joe Dante,R,6.2,1987,9-18-1987,85
337,The Pick-up Artist,Molly Ringwald,James Toback,Comedy,USA,James Toback,PG-13,5.2,1987,9-18-1987,81
338,The Principal,Jim Belushi,Frank Deese,Action,USA,Christopher Cain,R,6.2,1987,9-18-1987,109
339,Tough Guys Don't Dance,Ryan O'Neal,Norman Mailer,Comedy,USA,Norman Mailer,R,4.8,1987,9-18-1987,110
340,Real Men,Jim Belushi,Dennis Feldman,Action,USA,Dennis Feldman,PG-13,6.2,1987,9-25-1987,85
341,The Big Town,Matt Dillon,Clark Howard,Drama,USA,Ben Bolt,R,5.9,1987,9-25-1987,109
342,Best Seller,James Woods,Larry Cohen,Action,USA,John Flynn,R,6.5,1987,9-25-1987,95
343,China Girl,James Russo,Nicholas St. John,Crime,USA,Abel Ferrara,R,6.1,1987,9-25-1987,90
344,Like Father Like Son,Dudley Moore,Lorne Cameron,Comedy,USA,Rod Daniel,PG-13,5.1,1987,10-2-1987,96
345,Slam Dance,Tom Hulce,Don Keith Opper,Mystery,UK,Wayne Wang,R,5.3,1987,10-2-1987,92
346,Creepozoids,Linnea Quigley,Dave Eisenstark,Horror,USA,David DeCoteau,R,3.5,1987,10-2-1987,72
347,Big Shots,Ricky Busker,Joe Eszterhas,Adventure,USA,Robert Mandel,PG-13,5.6,1987,10-2-1987,94
348,Zombie High,Virginia Madsen,Tim Doyle,Comedy,USA,Ron Link,R,4.2,1987,10-2-1987,93
349,The Princess Bride,Cary Elwes,William Goldman,Adventure,USA,Rob Reiner,PG,8.1,1987,10-9-1987,98
350,Three O'Clock High,Casey Siemaszko,Richard Christian Matheson,Comedy,USA,Phil Joanou,PG-13,7.2,1987,10-9-1987,97
351,Someone to Watch Over Me,Tom Berenger,Howard Franklin,Crime,USA,Ridley Scott,R,6.1,1987,10-9-1987,106
352,Surrender,Sally Field,Jerry Belson,Comedy,USA,Jerry Belson,PG,5.4,1987,10-9-1987,105
353,House of Games,Lindsay Crouse,David Mamet,Crime,USA,David Mamet,R,7.3,1987,10-14-1987,102
354,Barfly,Mickey Rourke,Charles Bukowski,Comedy,USA,Barbet Schroeder,R,7.3,1987,10-16-1987,100
355,The Belly of an Architect,Brian Dennehy,Peter Greenaway,Drama,UK,Peter Greenaway,R,7,1987,10-16-1987,119
356,Deadly Illusion,Billy Dee Williams,Larry Cohen,Adventure,USA,Larry Cohen,R,4.7,1987,10-16-1987,87
357,Weeds,Nick Nolte,Dorothy Tristan,Drama,USA,John D. Hancock,R,6,1987,10-16-1987,115
358,The Year My Voice Broke,Noah Taylor,John Duigan,Drama,Australia,John Duigan,PG-13,7.5,1987,10-17-1987,103
359,Prince of Darkness,Donald Pleasence,John Carpenter,Horror,USA,John Carpenter,R,6.7,1987,10-23-1987,102
360,No Man's Land,Charlie Sheen,Dick Wolf,Crime,USA,Peter Werner,R,6.1,1987,10-23-1987,100
361,Suspect,Cher,Eric Roth,Crime,USA,Peter Yates,R,6.6,1987,10-23-1987,121
362,The Sicilian,Christopher Lambert,Mario Puzo,Action,USA,Michael Cimino,R,5.3,1987,10-23-1987,115
363,The Killing Time,Beau Bridges,Don Bohlinger,Thriller,USA,Rick King,R,5.4,1987,10-23-1987,94
364,Baby Boom,Diane Keaton,Nancy Meyers,Comedy,USA,Charles Shyer,PG,6.1,1987,10-30-1987,110
365,The Hidden,Kyle MacLachlan,Jim Kouf,Action,USA,Jack Sholder,R,7,1987,10-30-1987,96
366,Aria,John Hurt,Robert Altman,Comedy,UK,Robert Altman,R,5.8,1987,10-30-1987,90
367,Fatal Beauty,Whoopi Goldberg,Bill Svanoe,Action,USA,Tom Holland,R,5.3,1987,10-30-1987,104
368,Sammy and Rosie Get Laid,Shashi Kapoor,Hanif Kureishi,Comedy,UK,Stephen Frears,Not specified,6.7,1987,10-30-1987,101
369,Less Than Zero,Andrew McCarthy,Bret Easton Ellis,Crime,USA,Marek Kanievska,R,6.4,1987,11-6-1987,98
370,Cry Freedom,Denzel Washington,John Briley,Biography,UK,Richard Attenborough,PG,7.5,1987,11-6-1987,157
371,Death Wish 4: The Crackdown,Charles Bronson,Brian Garfield,Action,USA,J. Lee Thompson,R,5.3,1987,11-6-1987,99
372,Hiding Out,Jon Cryer,Joe Menosky,Comedy,USA,Bob Giraldi,PG-13,6.4,1987,11-6-1987,98
373,Made in Heaven,Timothy Hutton,Bruce A. Evans,Comedy,USA,Alan Rudolph,PG,6.5,1987,11-6-1987,100
374,Dark Eyes,Marcello Mastroianni,Aleksandr Adabashyan,Comedy,Italy,Nikita Mikhalkov,Not specified,7.6,1987,11-6-1987,117
375,Hello Again,Shelley Long,Susan Isaacs,Comedy,USA,Frank Perry,PG,5.1,1987,11-6-1987,96
376,Russkies,Whip Hubley,Sheldon Lettich,Drama,USA,Rick Rosenthal,PG,5.6,1987,11-6-1987,100
377,Siesta,Ellen Barkin,Patrice Chaplin,Drama,USA,Mary Lambert,R,5.6,1987,11-11-1987,100
378,The Running Man,Arnold Schwarzenegger,Stephen King,Action,USA,Paul Michael Glaser,R,6.6,1987,11-13-1987,101
379,Prom Night II,Lisa Schrage,Ron Oliver,Horror,Canada,Bruce Pittman,R,5.6,1987,11-13-1987,97
380,Cross My Heart,Martin Short,Armyan Bernstein,Comedy,USA,Armyan Bernstein,R,5.7,1987,11-13-1987,90
381,Flowers in the Attic,Louise Fletcher,Virginia C. Andrews,Drama,USA,Jeffrey Bloom,PG-13,5.7,1987,11-20-1987,93
382,Teen Wolf Too,Jason Bateman,Jeph Loeb,Comedy,USA,Christopher Leitch,PG,3.2,1987,11-20-1987,95
383,Date with an Angel,Phoebe Cates,Tom McLoughlin,Comedy,USA,Tom McLoughlin,PG,5.8,1987,11-20-1987,105
384,"Planes, Trains & Automobiles",Steve Martin,John Hughes,Comedy,USA,John Hughes,R,7.6,1987,11-25-1987,93
385,3 Men and a Baby,Tom Selleck,Coline Serreau,Comedy,USA,Leonard Nimoy,PG,5.9,1987,11-25-1987,102
386,Manon of the Spring,Yves Montand,Claude Berri,Drama,Switzerland,Claude Berri,PG,8,1986,12-4-1987,113
387,Walker,Ed Harris,Rudy Wurlitzer,Biography,USA,Alex Cox,R,6.6,1987,12-4-1987,94
388,A Month in the Country,Colin Firth,J.L. Carr,Drama,UK,Pat O'Connor,PG,7.2,1987,12-4-1987,96
389,The Trouble with Spies,Donald Sutherland,Burt Kennedy,Action,USA,Burt Kennedy,PG-13,4,1987,12-4-1987,91
390,Prison,Lane Smith,Irwin Yablans,Crime,USA,Renny Harlin,R,5.9,1987,12-8-1987,102
391,Wall Street,Charlie Sheen,Stanley Weiser,Crime,USA,Oliver Stone,R,7.4,1987,12-11-1987,126
392,Throw Momma from the Train,Danny DeVito,Stu Silver,Comedy,USA,Danny DeVito,PG-13,6.2,1987,12-11-1987,88
393,Nuts,Barbra Streisand,Tom Topor,Drama,USA,Martin Ritt,R,6.7,1987,12-11-1987,116
394,Overboard,Goldie Hawn,Leslie Dixon,Comedy,USA,Garry Marshall,PG,6.8,1987,12-16-1987,106
395,*batteries not included,Hume Cronyn,Mick Garris,Comedy,USA,Matthew Robbins,PG,6.6,1987,12-18-1987,106
396,Leonard Part 6,Bill Cosby,Jonathan Reynolds,Action,USA,Paul Weiland,PG,2.2,1987,12-18-1987,85
397,September,Elaine Stritch,Woody Allen,Drama,USA,Woody Allen,PG,6.7,1987,12-18-1987,83
398,The Dead,Anjelica Huston,Tony Huston,Drama,UK,John Huston,PG,7.4,1987,12-18-1987,83
399,Empire of the Sun,Christian Bale,Tom Stoppard,Drama,USA,Steven Spielberg,PG,7.8,1987,12-25-1987,153
400,Broadcast News,William Hurt,James L. Brooks,Comedy,USA,James L. Brooks,R,7.2,1987,12-25-1987,133
401,Anguish,Zelda Rubinstein,Bigas Luna,Horror,Spain,Bigas Luna,R,6.7,1987,1-8-1988,86
402,Square Dance,Jason Robards,Alan Hines,Drama,USA,Daniel Petrie,PG-13,6.1,1987,1-9-1988,112
403,Moonstruck,Cher,John Patrick Shanley,Comedy,USA,Norman Jewison,PG,7.1,1987,1-15-1988,102
404,"Good Morning, Vietnam",Robin Williams,Mitch Markowitz,Biography,USA,Barry Levinson,R,7.3,1987,1-15-1988,121
405,The Glass Menagerie,Joanne Woodward,Tennessee Williams,Drama,USA,Paul Newman,PG,7.2,1987,1-15-1988,134
406,Rent-a-Cop,Burt Reynolds,Michael Blodgett,Action,USA,Jerry London,R,4.3,1987,1-15-1988,96
407,Return of the Living Dead II,James Karen,Ken Wiederhorn,Comedy,USA,Ken Wiederhorn,R,5.8,1988,1-15-1988,89
408,For Keeps?,Molly Ringwald,Tim Kazurinsky,Comedy,USA,John G. Avildsen,PG-13,5.9,1988,1-15-1988,90
409,The Couch Trip,Dan Aykroyd,Ken Kolb,Comedy,USA,Michael Ritchie,R,5.7,1988,1-15-1988,97
410,Promised Land,Jason Gedrick,Michael Hoffman,Drama,USA,Michael Hoffman,R,5.7,1987,1-22-1988,102
411,Braddock: Missing in Action III,Chuck Norris,Steve Bing,Action,USA,Aaron Norris,R,4.7,1988,1-22-1988,101
412,Biggles: Adventures in Time,Neil Dickson,W.E. Johns,Adventure,UK,John Hough,PG,5.8,1986,1-29-1988,88
413,Julia and Julia,Kathleen Turner,Peter Del Monte,Drama,Italy,Peter Del Monte,R,5.7,1987,2-5-1988,98
414,The Unbearable Lightness of Being,Daniel Day-Lewis,Milan Kundera,Drama,USA,Philip Kaufman,R,7.4,1988,2-5-1988,171
415,The Serpent and the Rainbow,Bill Pullman,Wade Davis,Fantasy,USA,Wes Craven,R,6.5,1988,2-5-1988,98
416,She's Having a Baby,Kevin Bacon,John Hughes,Comedy,USA,John Hughes,PG-13,5.8,1988,2-5-1988,106
417,"Sister, Sister",Eric Stoltz,Bill Condon,Drama,USA,Bill Condon,R,5.5,1987,2-9-1988,91
418,Au Revoir les Enfants,Gaspard Manesse,Louis Malle,Drama,France,Louis Malle,PG,8,1987,2-12-1988,104
419,Ironweed,Jack Nicholson,William Kennedy,Drama,USA,Hector Babenco,R,6.8,1987,2-12-1988,143
420,Action Jackson,Carl Weathers,Robert Reneau,Action,USA,Craig R. Baxley,R,5.2,1988,2-12-1988,96
421,School Daze,Laurence Fishburne,Spike Lee,Comedy,USA,Spike Lee,R,5.8,1988,2-12-1988,121
422,Shoot to Kill,Sidney Poitier,Harv Zimmel,Action,USA,Roger Spottiswoode,R,6.8,1988,2-12-1988,110
423,Satisfaction,Justine Bateman,Charles Purpura,Comedy,USA,Joan Freeman,PG-13,4.8,1988,2-12-1988,92
424,Hope and Glory,Sarah Miles,John Boorman,Comedy,UK,John Boorman,PG-13,7.4,1987,2-19-1988,113
425,Hairspray,Sonny Bono,John Waters,Comedy,USA,John Waters,PG,7,1988,2-26-1988,92
426,Frantic,Harrison Ford,Roman Polanski,Crime,USA,Roman Polanski,R,6.9,1988,2-26-1988,120
427,A Night in the Life of Jimmy Reardon,River Phoenix,William Richert,Comedy,USA,William Richert,R,5.5,1988,2-26-1988,90
428,Taffin,Pierce Brosnan,David Ambrose,Action,UK,Francis Megahy,R,5.6,1988,2-26-1988,96
429,Gandahar,Glenn Close,René Laloux,Animation,France,René Laloux,PG,7.1,1988,3-2-1988,78
430,Babette's Feast,Stéphane Audran,Karen Blixen,Comedy,Denmark,Gabriel Axel,G,7.8,1987,3-4-1988,102
431,Pulse,Cliff De Young,Paul Golding,Horror,USA,Paul Golding,PG-13,5.5,1988,3-4-1988,95
432,Moving,Richard Pryor,Andy Breckman,Comedy,USA,Alan Metter,R,6.1,1988,3-4-1988,89
433,And God Created Woman,Rebecca De Mornay,R.J. Stewart,Comedy,USA,Roger Vadim,R,4.3,1988,3-4-1988,100
434,Switching Channels,Kathleen Turner,Ben Hecht,Comedy,USA,Ted Kotcheff,PG,5.9,1988,3-4-1988,105
435,The House on Carroll Street,Kelly McGillis,Walter Bernstein,Thriller,USA,Peter Yates,PG,6.2,1988,3-4-1988,101
436,Bulletproof,Gary Busey,T.L. Lankford,Action,USA,Steve Carver,R,5,1988,3-4-1988,93
437,Pass the Ammo,Bill Paxton,Joel Cohen,Comedy,USA,David Beaird,R,6.1,1988,3-4-1988,93
438,When the Wind Blows,Peggy Ashcroft,Raymond Briggs,Animation,UK,Jimmy T. Murakami,Not specified,7.8,1986,3-11-1988,80
439,Shy People,Jill Clayburgh,Andrey Konchalovskiy,Drama,USA,Andrey Konchalovskiy,R,6.9,1987,3-11-1988,100
440,Stand and Deliver,Edward James Olmos,Ramón Menéndez,Drama,USA,Ramón Menéndez,PG,7.3,1988,3-11-1988,103
441,Vice Versa,Judge Reinhold,F. Anstey,Comedy,USA,Brian Gilbert,PG,5.8,1988,3-11-1988,98
442,Masquerade,Rob Lowe,Dick Wolf,Drama,USA,Bob Swaim,R,6,1988,3-11-1988,100
443,Cop,James Woods,James Ellroy,Crime,USA,James B. Harris,R,6.4,1988,3-11-1988,110
444,Off Limits,Willem Dafoe,Christopher Crowe,Action,USA,Christopher Crowe,R,6.2,1988,3-11-1988,102
445,The Milagro Beanfield War,Rubén Blades,John Nichols,Comedy,USA,Robert Redford,R,6.9,1988,3-18-1988,117
446,Police Academy 5: Assignment: Miami Beach,Bubba Smith,Neal Israel,Comedy,USA,Alan Myerson,PG,4.4,1988,3-18-1988,90
447,D.O.A.,Dennis Quaid,Charles Edward Pogue,Mystery,USA,Annabel Jankel,R,6.1,1988,3-18-1988,96
448,Little Nikita,Sidney Poitier,John Hill,Drama,USA,Richard Benjamin,PG,6,1988,3-18-1988,98
449,Stars and Bars,Daniel Day-Lewis,William Boyd,Comedy,USA,Pat O'Connor,R,4.8,1988,3-18-1988,94
450,Johnny Be Good,Anthony Michael Hall,Steve Zacharias,Comedy,USA,Bud S. Smith,R,4.5,1988,3-25-1988,91
451,Biloxi Blues,Matthew Broderick,Neil Simon,Comedy,USA,Mike Nichols,PG-13,6.6,1988,3-25-1988,106
452,Beetlejuice,Alec Baldwin,Michael McDowell,Comedy,USA,Tim Burton,PG,7.5,1988,3-30-1988,92
453,Steel Dawn,Patrick Swayze,Doug Lefler,Action,USA,Lance Hool,R,5,1987,3-31-1988,100
454,Luces de una gran ciudad,Michael J. Fox,Jay McInerney,Drama,Japan,James Bridges,R,5.6,1988,4-1-1988,107
455,The Seventh Sign,Demi Moore,Clifford Green,Drama,USA,Carl Schultz,R,5.9,1988,4-1-1988,97
456,Nightflyers,Catherine Mary Stewart,George R.R. Martin,Horror,USA,Robert Collector,R,4,1987,4-7-1988,89
457,18 Again!,Charlie Schlatter,Josh Goldstein,Comedy,USA,Paul Flaherty,PG,5.7,1988,4-8-1988,93
458,Bad Dreams,Jennifer Rubin,Andrew Fleming,Horror,USA,Andrew Fleming,R,5.6,1988,4-8-1988,84
459,Cold Steel,Brad Davis,Lisa M. Hansen,Action,USA,Dorothy Ann Puzo,R,4.5,1987,4-9-1988,91
460,The Rosary Murders,Donald Sutherland,William X. Kienzle,Crime,USA,Fred Walton,R,5.7,1987,4-14-1988,105
461,The Last Emperor,John Lone,Mark Peploe,Biography,UK,Bernardo Bertolucci,PG-13,7.8,1987,4-15-1988,163
462,Return to Snowy River,Tom Burlinson,Geoff Burrowes,Adventure,Australia,Geoff Burrowes,PG,6.6,1988,4-15-1988,110
